Value,Prefix,Suffix,Type,Status
M3SLD,M3,SLD,Call Sign - Amateur,Allocated
M3SLE,M3,SLE,Call Sign - Amateur,Allocated
M3SLF,M3,SLF,Call Sign - Amateur,Allocated
M3SLG,M3,SLG,Call Sign - Amateur,Reserved
M3SLH,M3,SLH,Call Sign - Amateur,Reserved
M3SLI,M3,SLI,Call Sign - Amateur,Allocated
M3SLJ,M3,SLJ,Call Sign - Amateur,Reserved
M3SLK,M3,SLK,Call Sign - Amateur,Reserved
M3SLL,M3,SLL,Call Sign - Amateur,Allocated
M3SLM,M3,SLM,Call Sign - Amateur,Reserved
M3SLN,M3,SLN,Call Sign - Amateur,Reserved
M3SLO,M3,SLO,Call Sign - Amateur,Allocated
M3SLP,M3,SLP,Call Sign - Amateur,Reserved
M3SLQ,M3,SLQ,Call Sign - Amateur,Allocated
M3SLR,M3,SLR,Call Sign - Amateur,Allocated
M3SLS,M3,SLS,Call Sign - Amateur,Reserved
M3SLT,M3,SLT,Call Sign - Amateur,Allocated
M3SLU,M3,SLU,Call Sign - Amateur,Allocated
M3SLV,M3,SLV,Call Sign - Amateur,Allocated
M3SLW,M3,SLW,Call Sign - Amateur,Reserved
M3SLX,M3,SLX,Call Sign - Amateur,Reserved
M3SLY,M3,SLY,Call Sign - Amateur,Reserved
M3SLZ,M3,SLZ,Call Sign - Amateur,Allocated
M3SMA,M3,SMA,Call Sign - Amateur,Reserved
M3SMB,M3,SMB,Call Sign - Amateur,Reserved
M3SMC,M3,SMC,Call Sign - Amateur,Reserved
M3SMD,M3,SMD,Call Sign - Amateur,Allocated
M3SME,M3,SME,Call Sign - Amateur,Reserved
M3SMF,M3,SMF,Call Sign - Amateur,Reserved
M3SMG,M3,SMG,Call Sign - Amateur,Reserved
M3SMH,M3,SMH,Call Sign - Amateur,Reserved
M3SMI,M3,SMI,Call Sign - Amateur,Allocated
M3SMJ,M3,SMJ,Call Sign - Amateur,Reserved
M3SMK,M3,SMK,Call Sign - Amateur,Allocated
M3SML,M3,SML,Call Sign - Amateur,Allocated
M3SMM,M3,SMM,Call Sign - Amateur,Allocated
M3SMN,M3,SMN,Call Sign - Amateur,Allocated
M3SMO,M3,SMO,Call Sign - Amateur,Allocated
M3SMP,M3,SMP,Call Sign - Amateur,Reserved
M3SMQ,M3,SMQ,Call Sign - Amateur,Reserved
M3SMR,M3,SMR,Call Sign - Amateur,Allocated
M3SMS,M3,SMS,Call Sign - Amateur,Allocated
M3SMT,M3,SMT,Call Sign - Amateur,Reserved
M3SMU,M3,SMU,Call Sign - Amateur,Allocated
M3SMV,M3,SMV,Call Sign - Amateur,Reserved
M3SMW,M3,SMW,Call Sign - Amateur,Reserved
M3SMX,M3,SMX,Call Sign - Amateur,Reserved
M3SMY,M3,SMY,Call Sign - Amateur,Allocated
M3SMZ,M3,SMZ,Call Sign - Amateur,Allocated
M3SNA,M3,SNA,Call Sign - Amateur,Reserved
M3SNB,M3,SNB,Call Sign - Amateur,Allocated
M3SNC,M3,SNC,Call Sign - Amateur,Allocated
M3SND,M3,SND,Call Sign - Amateur,Allocated
M3SNE,M3,SNE,Call Sign - Amateur,Reserved
M3SNF,M3,SNF,Call Sign - Amateur,Allocated
M3SNG,M3,SNG,Call Sign - Amateur,Reserved
M3SNH,M3,SNH,Call Sign - Amateur,Allocated
M3SNI,M3,SNI,Call Sign - Amateur,Reserved
M3SNJ,M3,SNJ,Call Sign - Amateur,Allocated
M3SNK,M3,SNK,Call Sign - Amateur,Reserved
M3SNL,M3,SNL,Call Sign - Amateur,Allocated
M3SNM,M3,SNM,Call Sign - Amateur,Allocated
M3SNN,M3,SNN,Call Sign - Amateur,Allocated
M3SNO,M3,SNO,Call Sign - Amateur,Allocated
M3SNP,M3,SNP,Call Sign - Amateur,Allocated
M3SNQ,M3,SNQ,Call Sign - Amateur,Allocated
M3SNR,M3,SNR,Call Sign - Amateur,Reserved
M3SNS,M3,SNS,Call Sign - Amateur,Reserved
M3SNT,M3,SNT,Call Sign - Amateur,Allocated
M3SNU,M3,SNU,Call Sign - Amateur,Allocated
M3SNV,M3,SNV,Call Sign - Amateur,Allocated
M3SNW,M3,SNW,Call Sign - Amateur,Allocated
M3SNX,M3,SNX,Call Sign - Amateur,Allocated
M3SNY,M3,SNY,Call Sign - Amateur,Allocated
M3SNZ,M3,SNZ,Call Sign - Amateur,Allocated
M3SOA,M3,SOA,Call Sign - Amateur,Reserved
M3SOB,M3,SOB,Call Sign - Amateur,Reserved
M3SOC,M3,SOC,Call Sign - Amateur,Reserved
M3SOE,M3,SOE,Call Sign - Amateur,Reserved
M3SOF,M3,SOF,Call Sign - Amateur,Allocated
M3SOG,M3,SOG,Call Sign - Amateur,Allocated
M3SOH,M3,SOH,Call Sign - Amateur,Allocated
M3SOI,M3,SOI,Call Sign - Amateur,Allocated
M3SOJ,M3,SOJ,Call Sign - Amateur,Allocated
M3SOK,M3,SOK,Call Sign - Amateur,Allocated
M3SOL,M3,SOL,Call Sign - Amateur,Reserved
M3SOM,M3,SOM,Call Sign - Amateur,Allocated
M3SON,M3,SON,Call Sign - Amateur,Reserved
M3SOO,M3,SOO,Call Sign - Amateur,Allocated
M3SOP,M3,SOP,Call Sign - Amateur,Reserved
M3SOQ,M3,SOQ,Call Sign - Amateur,Allocated
M3SOR,M3,SOR,Call Sign - Amateur,Allocated
M3SOT,M3,SOT,Call Sign - Amateur,Allocated
M3SOU,M3,SOU,Call Sign - Amateur,Allocated
M3SOV,M3,SOV,Call Sign - Amateur,Allocated
M3SOX,M3,SOX,Call Sign - Amateur,Allocated
M3SOY,M3,SOY,Call Sign - Amateur,Allocated
M3SOZ,M3,SOZ,Call Sign - Amateur,Reserved
M3SPA,M3,SPA,Call Sign - Amateur,Allocated
M3SPB,M3,SPB,Call Sign - Amateur,Allocated
M3SPC,M3,SPC,Call Sign - Amateur,Reserved
M3SPD,M3,SPD,Call Sign - Amateur,Allocated
M3SPE,M3,SPE,Call Sign - Amateur,Reserved
M3SPF,M3,SPF,Call Sign - Amateur,Allocated
M3SPG,M3,SPG,Call Sign - Amateur,Allocated
M3SPH,M3,SPH,Call Sign - Amateur,Reserved
M3SPI,M3,SPI,Call Sign - Amateur,Reserved
M3SPJ,M3,SPJ,Call Sign - Amateur,Allocated
M3SPK,M3,SPK,Call Sign - Amateur,Reserved
M3SPL,M3,SPL,Call Sign - Amateur,Allocated
M3SPM,M3,SPM,Call Sign - Amateur,Allocated
M3SPN,M3,SPN,Call Sign - Amateur,Reserved
M3SPO,M3,SPO,Call Sign - Amateur,Allocated
M3SPP,M3,SPP,Call Sign - Amateur,Allocated
M3SPQ,M3,SPQ,Call Sign - Amateur,Allocated
M3SPR,M3,SPR,Call Sign - Amateur,Allocated
M3SPS,M3,SPS,Call Sign - Amateur,Reserved
M3SPT,M3,SPT,Call Sign - Amateur,Reserved
M3SPU,M3,SPU,Call Sign - Amateur,Allocated
M3SPV,M3,SPV,Call Sign - Amateur,Allocated
M3SPW,M3,SPW,Call Sign - Amateur,Allocated
M3SPX,M3,SPX,Call Sign - Amateur,Allocated
M3SPY,M3,SPY,Call Sign - Amateur,Allocated
M3SPZ,M3,SPZ,Call Sign - Amateur,Reserved
M3SQA,M3,SQA,Call Sign - Amateur,Allocated
M3SQB,M3,SQB,Call Sign - Amateur,Allocated
M3SQC,M3,SQC,Call Sign - Amateur,Allocated
M3SQD,M3,SQD,Call Sign - Amateur,Allocated
M3SQE,M3,SQE,Call Sign - Amateur,Allocated
M3SQF,M3,SQF,Call Sign - Amateur,Allocated
M3SQG,M3,SQG,Call Sign - Amateur,Allocated
M3SQH,M3,SQH,Call Sign - Amateur,Allocated
M3SQI,M3,SQI,Call Sign - Amateur,Allocated
M3SQJ,M3,SQJ,Call Sign - Amateur,Allocated
M3SQK,M3,SQK,Call Sign - Amateur,Reserved
M3SQL,M3,SQL,Call Sign - Amateur,Reserved
M3SQM,M3,SQM,Call Sign - Amateur,Allocated
M3SQN,M3,SQN,Call Sign - Amateur,Reserved
M3SQO,M3,SQO,Call Sign - Amateur,Allocated
M3SQP,M3,SQP,Call Sign - Amateur,Allocated
M3SQQ,M3,SQQ,Call Sign - Amateur,Allocated
M3SQR,M3,SQR,Call Sign - Amateur,Allocated
M3SQS,M3,SQS,Call Sign - Amateur,Allocated
M3SQT,M3,SQT,Call Sign - Amateur,Allocated
M3SQU,M3,SQU,Call Sign - Amateur,Allocated
M3SQV,M3,SQV,Call Sign - Amateur,Allocated
M3SQW,M3,SQW,Call Sign - Amateur,Reserved
M3SQX,M3,SQX,Call Sign - Amateur,Allocated
M3SQY,M3,SQY,Call Sign - Amateur,Reserved
M3SQZ,M3,SQZ,Call Sign - Amateur,Allocated
M3SRA,M3,SRA,Call Sign - Amateur,Reserved
M3SRB,M3,SRB,Call Sign - Amateur,Reserved
M3SRC,M3,SRC,Call Sign - Amateur,Reserved
M3SRD,M3,SRD,Call Sign - Amateur,Reserved
M3SRE,M3,SRE,Call Sign - Amateur,Allocated
M3SRF,M3,SRF,Call Sign - Amateur,Allocated
M3SRG,M3,SRG,Call Sign - Amateur,Allocated
M3SRH,M3,SRH,Call Sign - Amateur,Allocated
M3SRI,M3,SRI,Call Sign - Amateur,Allocated
M3SRJ,M3,SRJ,Call Sign - Amateur,Reserved
M3SRK,M3,SRK,Call Sign - Amateur,Allocated
M3SRL,M3,SRL,Call Sign - Amateur,Allocated
M3SRM,M3,SRM,Call Sign - Amateur,Reserved
M3SRN,M3,SRN,Call Sign - Amateur,Allocated
M3SRO,M3,SRO,Call Sign - Amateur,Reserved
M3SRP,M3,SRP,Call Sign - Amateur,Reserved
M3SRQ,M3,SRQ,Call Sign - Amateur,Allocated
M3SRR,M3,SRR,Call Sign - Amateur,Reserved
M3SRS,M3,SRS,Call Sign - Amateur,Reserved
M3SRT,M3,SRT,Call Sign - Amateur,Allocated
M3SRU,M3,SRU,Call Sign - Amateur,Reserved
M3SRV,M3,SRV,Call Sign - Amateur,Allocated
M3SRW,M3,SRW,Call Sign - Amateur,Reserved
M3SRX,M3,SRX,Call Sign - Amateur,Allocated
M3SRY,M3,SRY,Call Sign - Amateur,Allocated
M3SRZ,M3,SRZ,Call Sign - Amateur,Allocated
M3SSA,M3,SSA,Call Sign - Amateur,Reserved
M3SSB,M3,SSB,Call Sign - Amateur,Reserved
M3SSC,M3,SSC,Call Sign - Amateur,Reserved
M3SSD,M3,SSD,Call Sign - Amateur,Reserved
M3SSE,M3,SSE,Call Sign - Amateur,Allocated
M3SSF,M3,SSF,Call Sign - Amateur,Reserved
M3SSG,M3,SSG,Call Sign - Amateur,Allocated
M3SSH,M3,SSH,Call Sign - Amateur,Reserved
M3SSI,M3,SSI,Call Sign - Amateur,Allocated
M3SSJ,M3,SSJ,Call Sign - Amateur,Reserved
M3SSK,M3,SSK,Call Sign - Amateur,Reserved
M3SSL,M3,SSL,Call Sign - Amateur,Allocated
M3SSM,M3,SSM,Call Sign - Amateur,Reserved
M3SSN,M3,SSN,Call Sign - Amateur,Allocated
M3SSO,M3,SSO,Call Sign - Amateur,Allocated
M3SSP,M3,SSP,Call Sign - Amateur,Allocated
M3SSQ,M3,SSQ,Call Sign - Amateur,Reserved
M3SSR,M3,SSR,Call Sign - Amateur,Reserved
M3SSS,M3,SSS,Call Sign - Amateur,Reserved
M3SST,M3,SST,Call Sign - Amateur,Allocated
M3SSU,M3,SSU,Call Sign - Amateur,Allocated
M3SSV,M3,SSV,Call Sign - Amateur,Reserved
M3SSW,M3,SSW,Call Sign - Amateur,Reserved
M3SSX,M3,SSX,Call Sign - Amateur,Reserved
M3SSY,M3,SSY,Call Sign - Amateur,Allocated
M3SSZ,M3,SSZ,Call Sign - Amateur,Reserved
M3STA,M3,STA,Call Sign - Amateur,Reserved
M3STB,M3,STB,Call Sign - Amateur,Allocated
M3STC,M3,STC,Call Sign - Amateur,Reserved
M3STD,M3,STD,Call Sign - Amateur,Reserved
M3STE,M3,STE,Call Sign - Amateur,Allocated
M3STF,M3,STF,Call Sign - Amateur,Allocated
M3STG,M3,STG,Call Sign - Amateur,Allocated
M3STH,M3,STH,Call Sign - Amateur,Reserved
M3STI,M3,STI,Call Sign - Amateur,Reserved
M3STJ,M3,STJ,Call Sign - Amateur,Allocated
M3STK,M3,STK,Call Sign - Amateur,Reserved
M3STL,M3,STL,Call Sign - Amateur,Reserved
M3STM,M3,STM,Call Sign - Amateur,Allocated
M3STN,M3,STN,Call Sign - Amateur,Reserved
M3STO,M3,STO,Call Sign - Amateur,Allocated
M3STP,M3,STP,Call Sign - Amateur,Reserved
M3STQ,M3,STQ,Call Sign - Amateur,Allocated
M3STR,M3,STR,Call Sign - Amateur,Allocated
M3STS,M3,STS,Call Sign - Amateur,Reserved
M3STT,M3,STT,Call Sign - Amateur,Reserved
M3STU,M3,STU,Call Sign - Amateur,Reserved
M3STV,M3,STV,Call Sign - Amateur,Reserved
M3STW,M3,STW,Call Sign - Amateur,Allocated
M3STX,M3,STX,Call Sign - Amateur,Allocated
M3STY,M3,STY,Call Sign - Amateur,Allocated
M3STZ,M3,STZ,Call Sign - Amateur,Allocated
M3SUA,M3,SUA,Call Sign - Amateur,Allocated
M3SUB,M3,SUB,Call Sign - Amateur,Reserved
M3SUC,M3,SUC,Call Sign - Amateur,Reserved
M3SUD,M3,SUD,Call Sign - Amateur,Reserved
M3SUE,M3,SUE,Call Sign - Amateur,Reserved
M3SUF,M3,SUF,Call Sign - Amateur,Allocated
M3SUG,M3,SUG,Call Sign - Amateur,Reserved
M3SUH,M3,SUH,Call Sign - Amateur,Allocated
M3SUI,M3,SUI,Call Sign - Amateur,Allocated
M3SUJ,M3,SUJ,Call Sign - Amateur,Allocated
M3SUK,M3,SUK,Call Sign - Amateur,Allocated
M3SUL,M3,SUL,Call Sign - Amateur,Reserved
M3SUM,M3,SUM,Call Sign - Amateur,Reserved
M3SUN,M3,SUN,Call Sign - Amateur,Allocated
M3SUO,M3,SUO,Call Sign - Amateur,Reserved
M3SUP,M3,SUP,Call Sign - Amateur,Reserved
M3SUQ,M3,SUQ,Call Sign - Amateur,Allocated
M3SUR,M3,SUR,Call Sign - Amateur,Reserved
M3SUS,M3,SUS,Call Sign - Amateur,Allocated
M3SUT,M3,SUT,Call Sign - Amateur,Allocated
M3SUU,M3,SUU,Call Sign - Amateur,Reserved
M3SUV,M3,SUV,Call Sign - Amateur,Allocated
M3SUW,M3,SUW,Call Sign - Amateur,Allocated
M3SUX,M3,SUX,Call Sign - Amateur,Reserved
M3SUY,M3,SUY,Call Sign - Amateur,Allocated
M3SUZ,M3,SUZ,Call Sign - Amateur,Allocated
M3SVA,M3,SVA,Call Sign - Amateur,Allocated
M3SVB,M3,SVB,Call Sign - Amateur,Allocated
M3SVC,M3,SVC,Call Sign - Amateur,Allocated
M3SVD,M3,SVD,Call Sign - Amateur,Allocated
M3SVE,M3,SVE,Call Sign - Amateur,Allocated
M3SVF,M3,SVF,Call Sign - Amateur,Allocated
M3SVG,M3,SVG,Call Sign - Amateur,Allocated
M3SVH,M3,SVH,Call Sign - Amateur,Allocated
M3SVI,M3,SVI,Call Sign - Amateur,Allocated
M3SVJ,M3,SVJ,Call Sign - Amateur,Allocated
M3SVK,M3,SVK,Call Sign - Amateur,Reserved
M3SVL,M3,SVL,Call Sign - Amateur,Allocated
M3SVM,M3,SVM,Call Sign - Amateur,Allocated
M3SVN,M3,SVN,Call Sign - Amateur,Allocated
M3SVO,M3,SVO,Call Sign - Amateur,Allocated
M3SVP,M3,SVP,Call Sign - Amateur,Allocated
M3SVQ,M3,SVQ,Call Sign - Amateur,Allocated
M3SVR,M3,SVR,Call Sign - Amateur,Allocated
M3SVS,M3,SVS,Call Sign - Amateur,Allocated
M3SVT,M3,SVT,Call Sign - Amateur,Allocated
M3SVU,M3,SVU,Call Sign - Amateur,Reserved
M3SVV,M3,SVV,Call Sign - Amateur,Allocated
M3SVW,M3,SVW,Call Sign - Amateur,Reserved
M3SVX,M3,SVX,Call Sign - Amateur,Allocated
M3SVY,M3,SVY,Call Sign - Amateur,Reserved
M3SVZ,M3,SVZ,Call Sign - Amateur,Allocated
M3SWA,M3,SWA,Call Sign - Amateur,Allocated
M3SWB,M3,SWB,Call Sign - Amateur,Reserved
M3SWC,M3,SWC,Call Sign - Amateur,Reserved
M3SWD,M3,SWD,Call Sign - Amateur,Allocated
M3SWE,M3,SWE,Call Sign - Amateur,Reserved
M3SWF,M3,SWF,Call Sign - Amateur,Allocated
M3SWG,M3,SWG,Call Sign - Amateur,Allocated
M3SWH,M3,SWH,Call Sign - Amateur,Reserved
M3SWI,M3,SWI,Call Sign - Amateur,Reserved
M3SWJ,M3,SWJ,Call Sign - Amateur,Allocated
M3SWK,M3,SWK,Call Sign - Amateur,Allocated
M3SWL,M3,SWL,Call Sign - Amateur,Allocated
M3SWM,M3,SWM,Call Sign - Amateur,Reserved
M3SWN,M3,SWN,Call Sign - Amateur,Allocated
M3SWO,M3,SWO,Call Sign - Amateur,Allocated
M3SWP,M3,SWP,Call Sign - Amateur,Reserved
M3SWQ,M3,SWQ,Call Sign - Amateur,Allocated
M3SWR,M3,SWR,Call Sign - Amateur,Allocated
M3SWS,M3,SWS,Call Sign - Amateur,Allocated
M3SWT,M3,SWT,Call Sign - Amateur,Reserved
M3SWU,M3,SWU,Call Sign - Amateur,Allocated
M3SWV,M3,SWV,Call Sign - Amateur,Allocated
M3SWW,M3,SWW,Call Sign - Amateur,Allocated
M3SWX,M3,SWX,Call Sign - Amateur,Allocated
M3SWY,M3,SWY,Call Sign - Amateur,Reserved
M3SWZ,M3,SWZ,Call Sign - Amateur,Reserved
M3SXA,M3,SXA,Call Sign - Amateur,Allocated
M3SXB,M3,SXB,Call Sign - Amateur,Reserved
M3SXC,M3,SXC,Call Sign - Amateur,Reserved
M3SXD,M3,SXD,Call Sign - Amateur,Allocated
M3SXE,M3,SXE,Call Sign - Amateur,Reserved
M3SXF,M3,SXF,Call Sign - Amateur,Allocated
M3SXG,M3,SXG,Call Sign - Amateur,Allocated
M3SXH,M3,SXH,Call Sign - Amateur,Reserved
M3SXI,M3,SXI,Call Sign - Amateur,Allocated
M3SXJ,M3,SXJ,Call Sign - Amateur,Allocated
M3SXK,M3,SXK,Call Sign - Amateur,Allocated
M3SXL,M3,SXL,Call Sign - Amateur,Reserved
M3SXM,M3,SXM,Call Sign - Amateur,Allocated
M3SXN,M3,SXN,Call Sign - Amateur,Allocated
M3SXO,M3,SXO,Call Sign - Amateur,Allocated
M3SXP,M3,SXP,Call Sign - Amateur,Allocated
M3SXQ,M3,SXQ,Call Sign - Amateur,Allocated
M3SXR,M3,SXR,Call Sign - Amateur,Allocated
M3SXS,M3,SXS,Call Sign - Amateur,Reserved
M3SXT,M3,SXT,Call Sign - Amateur,Allocated
M3SXU,M3,SXU,Call Sign - Amateur,Allocated
M3SXV,M3,SXV,Call Sign - Amateur,Allocated
M3SXW,M3,SXW,Call Sign - Amateur,Reserved
M3SXX,M3,SXX,Call Sign - Amateur,Reserved
M3SXY,M3,SXY,Call Sign - Amateur,Reserved
M3SXZ,M3,SXZ,Call Sign - Amateur,Allocated
M3SYA,M3,SYA,Call Sign - Amateur,Allocated
M3SYB,M3,SYB,Call Sign - Amateur,Allocated
M3SYC,M3,SYC,Call Sign - Amateur,Allocated
M3SYD,M3,SYD,Call Sign - Amateur,Reserved
M3SYE,M3,SYE,Call Sign - Amateur,Allocated
M3SYF,M3,SYF,Call Sign - Amateur,Allocated
M3SYG,M3,SYG,Call Sign - Amateur,Allocated
M3SYH,M3,SYH,Call Sign - Amateur,Allocated
M3SYI,M3,SYI,Call Sign - Amateur,Allocated
M3SYJ,M3,SYJ,Call Sign - Amateur,Reserved
M3SYK,M3,SYK,Call Sign - Amateur,Allocated
M3SYL,M3,SYL,Call Sign - Amateur,Allocated
M3SYM,M3,SYM,Call Sign - Amateur,Reserved
M3SYN,M3,SYN,Call Sign - Amateur,Allocated
M3SYO,M3,SYO,Call Sign - Amateur,Allocated
M3SYP,M3,SYP,Call Sign - Amateur,Reserved
M3SYQ,M3,SYQ,Call Sign - Amateur,Allocated
M3SYR,M3,SYR,Call Sign - Amateur,Reserved
M3SYT,M3,SYT,Call Sign - Amateur,Reserved
M3SYU,M3,SYU,Call Sign - Amateur,Allocated
M3SYV,M3,SYV,Call Sign - Amateur,Allocated
M3SYW,M3,SYW,Call Sign - Amateur,Allocated
M3SYX,M3,SYX,Call Sign - Amateur,Reserved
M3SYY,M3,SYY,Call Sign - Amateur,Allocated
M3SYZ,M3,SYZ,Call Sign - Amateur,Allocated
M3SZA,M3,SZA,Call Sign - Amateur,Reserved
M3SZB,M3,SZB,Call Sign - Amateur,Reserved
M3SZC,M3,SZC,Call Sign - Amateur,Allocated
M3SZD,M3,SZD,Call Sign - Amateur,Allocated
M3SZE,M3,SZE,Call Sign - Amateur,Reserved
M3SZF,M3,SZF,Call Sign - Amateur,Allocated
M3SZG,M3,SZG,Call Sign - Amateur,Reserved
M3SZH,M3,SZH,Call Sign - Amateur,Allocated
M3SZI,M3,SZI,Call Sign - Amateur,Allocated
M3SZJ,M3,SZJ,Call Sign - Amateur,Allocated
M3SZK,M3,SZK,Call Sign - Amateur,Allocated
M3SZL,M3,SZL,Call Sign - Amateur,Allocated
M3SZM,M3,SZM,Call Sign - Amateur,Allocated
M3SZN,M3,SZN,Call Sign - Amateur,Allocated
M3SZO,M3,SZO,Call Sign - Amateur,Allocated
M3SZP,M3,SZP,Call Sign - Amateur,Allocated
M3SZQ,M3,SZQ,Call Sign - Amateur,Allocated
M3SZR,M3,SZR,Call Sign - Amateur,Allocated
M3SZS,M3,SZS,Call Sign - Amateur,Allocated
M3SZT,M3,SZT,Call Sign - Amateur,Allocated
M3SZU,M3,SZU,Call Sign - Amateur,Allocated
M3SZV,M3,SZV,Call Sign - Amateur,Allocated
M3SZW,M3,SZW,Call Sign - Amateur,Allocated
M3SZX,M3,SZX,Call Sign - Amateur,Allocated
M3SZY,M3,SZY,Call Sign - Amateur,Allocated
M3SZZ,M3,SZZ,Call Sign - Amateur,Allocated
M3TAA,M3,TAA,Call Sign - Amateur,Reserved
M3TAB,M3,TAB,Call Sign - Amateur,Reserved
M3TAC,M3,TAC,Call Sign - Amateur,Reserved
M3TAD,M3,TAD,Call Sign - Amateur,Reserved
M3TAE,M3,TAE,Call Sign - Amateur,Allocated
M3TAF,M3,TAF,Call Sign - Amateur,Allocated
M3TAG,M3,TAG,Call Sign - Amateur,Allocated
M3TAH,M3,TAH,Call Sign - Amateur,Reserved
M3TAI,M3,TAI,Call Sign - Amateur,Allocated
M3TAJ,M3,TAJ,Call Sign - Amateur,Allocated
M3TAK,M3,TAK,Call Sign - Amateur,Reserved
M3TAL,M3,TAL,Call Sign - Amateur,Reserved
M3TAM,M3,TAM,Call Sign - Amateur,Reserved
M3TAN,M3,TAN,Call Sign - Amateur,Allocated
M3TAO,M3,TAO,Call Sign - Amateur,Allocated
M3TAP,M3,TAP,Call Sign - Amateur,Reserved
M3TAQ,M3,TAQ,Call Sign - Amateur,Allocated
M3TAR,M3,TAR,Call Sign - Amateur,Reserved
M3TAS,M3,TAS,Call Sign - Amateur,Reserved
M3TAT,M3,TAT,Call Sign - Amateur,Reserved
M3TAU,M3,TAU,Call Sign - Amateur,Reserved
M3TAV,M3,TAV,Call Sign - Amateur,Allocated
M3TAW,M3,TAW,Call Sign - Amateur,Allocated
M3TAX,M3,TAX,Call Sign - Amateur,Reserved
M3TAY,M3,TAY,Call Sign - Amateur,Reserved
M3TAZ,M3,TAZ,Call Sign - Amateur,Reserved
M3TBA,M3,TBA,Call Sign - Amateur,Reserved
M3TBB,M3,TBB,Call Sign - Amateur,Allocated
M3TBC,M3,TBC,Call Sign - Amateur,Reserved
M3TBD,M3,TBD,Call Sign - Amateur,Allocated
M3TBE,M3,TBE,Call Sign - Amateur,Reserved
M3TBF,M3,TBF,Call Sign - Amateur,Allocated
M3TBG,M3,TBG,Call Sign - Amateur,Allocated
M3TBH,M3,TBH,Call Sign - Amateur,Allocated
M3TBI,M3,TBI,Call Sign - Amateur,Allocated
M3TBJ,M3,TBJ,Call Sign - Amateur,Reserved
M3TBK,M3,TBK,Call Sign - Amateur,Allocated
M3TBL,M3,TBL,Call Sign - Amateur,Allocated
M3TBM,M3,TBM,Call Sign - Amateur,Reserved
M3TBN,M3,TBN,Call Sign - Amateur,Allocated
M3TBO,M3,TBO,Call Sign - Amateur,Reserved
M3TBP,M3,TBP,Call Sign - Amateur,Allocated
M3TBQ,M3,TBQ,Call Sign - Amateur,Allocated
M3TBR,M3,TBR,Call Sign - Amateur,Allocated
M3TBS,M3,TBS,Call Sign - Amateur,Reserved
M3TBT,M3,TBT,Call Sign - Amateur,Reserved
M3TBU,M3,TBU,Call Sign - Amateur,Allocated
M3TBV,M3,TBV,Call Sign - Amateur,Allocated
M3TBW,M3,TBW,Call Sign - Amateur,Allocated
M3TBX,M3,TBX,Call Sign - Amateur,Reserved
M3TBY,M3,TBY,Call Sign - Amateur,Allocated
M3TBZ,M3,TBZ,Call Sign - Amateur,Allocated
M3TCA,M3,TCA,Call Sign - Amateur,Allocated
M3TCB,M3,TCB,Call Sign - Amateur,Reserved
M3TCC,M3,TCC,Call Sign - Amateur,Reserved
M3TCD,M3,TCD,Call Sign - Amateur,Allocated
M3TCE,M3,TCE,Call Sign - Amateur,Reserved
M3TCF,M3,TCF,Call Sign - Amateur,Reserved
M3TCG,M3,TCG,Call Sign - Amateur,Allocated
M3TCH,M3,TCH,Call Sign - Amateur,Allocated
M3TCI,M3,TCI,Call Sign - Amateur,Reserved
M3TCJ,M3,TCJ,Call Sign - Amateur,Reserved
M3TCK,M3,TCK,Call Sign - Amateur,Allocated
M3TCL,M3,TCL,Call Sign - Amateur,Allocated
M3TCM,M3,TCM,Call Sign - Amateur,Allocated
M3TCN,M3,TCN,Call Sign - Amateur,Reserved
M3TCO,M3,TCO,Call Sign - Amateur,Allocated
M3TCP,M3,TCP,Call Sign - Amateur,Reserved
M3TCQ,M3,TCQ,Call Sign - Amateur,Reserved
M3TCR,M3,TCR,Call Sign - Amateur,Allocated
M3TCS,M3,TCS,Call Sign - Amateur,Reserved
M3TCT,M3,TCT,Call Sign - Amateur,Allocated
M3TCU,M3,TCU,Call Sign - Amateur,Allocated
M3TCV,M3,TCV,Call Sign - Amateur,Allocated
M3TCW,M3,TCW,Call Sign - Amateur,Reserved
M3TCX,M3,TCX,Call Sign - Amateur,Allocated
M3TCY,M3,TCY,Call Sign - Amateur,Allocated
M3TCZ,M3,TCZ,Call Sign - Amateur,Allocated
M3TDA,M3,TDA,Call Sign - Amateur,Allocated
M3TDB,M3,TDB,Call Sign - Amateur,Allocated
M3TDC,M3,TDC,Call Sign - Amateur,Reserved
M3TDD,M3,TDD,Call Sign - Amateur,Reserved
M3TDE,M3,TDE,Call Sign - Amateur,Reserved
M3TDF,M3,TDF,Call Sign - Amateur,Allocated
M3TDG,M3,TDG,Call Sign - Amateur,Reserved
M3TDH,M3,TDH,Call Sign - Amateur,Allocated
M3TDI,M3,TDI,Call Sign - Amateur,Allocated
M3TDJ,M3,TDJ,Call Sign - Amateur,Reserved
M3TDK,M3,TDK,Call Sign - Amateur,Reserved
M3TDL,M3,TDL,Call Sign - Amateur,Reserved
M3TDM,M3,TDM,Call Sign - Amateur,Allocated
M3TDN,M3,TDN,Call Sign - Amateur,Allocated
M3TDO,M3,TDO,Call Sign - Amateur,Reserved
M3TDP,M3,TDP,Call Sign - Amateur,Allocated
M3TDQ,M3,TDQ,Call Sign - Amateur,Allocated
M3TDR,M3,TDR,Call Sign - Amateur,Reserved
M3TDS,M3,TDS,Call Sign - Amateur,Reserved
