Country,Current Series,Reference,Value,Type,Product,Status
2,0,WPP,20WPP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WPQ,20WPQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WPR,20WPR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WPS,20WPS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WPU,20WPU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WPV,20WPV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WPW,20WPW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WPY,20WPY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQA,20WQA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQB,20WQB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQC,20WQC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQD,20WQD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQE,20WQE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQF,20WQF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQG,20WQG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQH,20WQH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQI,20WQI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQJ,20WQJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQL,20WQL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQM,20WQM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQN,20WQN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQO,20WQO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQP,20WQP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQQ,20WQQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQS,20WQS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQT,20WQT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQU,20WQU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQV,20WQV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQW,20WQW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQX,20WQX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQY,20WQY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WQZ,20WQZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRB,20WRB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRD,20WRD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRE,20WRE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRG,20WRG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRI,20WRI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRJ,20WRJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRK,20WRK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRL,20WRL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRN,20WRN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRO,20WRO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRQ,20WRQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRT,20WRT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRU,20WRU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRV,20WRV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WRW,20WRW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSC,20WSC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSE,20WSE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSG,20WSG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSI,20WSI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSN,20WSN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSO,20WSO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSP,20WSP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSQ,20WSQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSU,20WSU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSV,20WSV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSY,20WSY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WSZ,20WSZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTI,20WTI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTJ,20WTJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTK,20WTK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTL,20WTL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTM,20WTM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTO,20WTO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTP,20WTP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTR,20WTR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTS,20WTS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTU,20WTU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTV,20WTV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WTW,20WTW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUA,20WUA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUB,20WUB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUC,20WUC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUD,20WUD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUE,20WUE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUG,20WUG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUH,20WUH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUI,20WUI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUJ,20WUJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUK,20WUK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUM,20WUM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUO,20WUO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUP,20WUP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUQ,20WUQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUR,20WUR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUS,20WUS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUU,20WUU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUV,20WUV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUW,20WUW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUX,20WUX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUY,20WUY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WUZ,20WUZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVA,20WVA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVC,20WVC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVF,20WVF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVG,20WVG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVH,20WVH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVI,20WVI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVJ,20WVJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVL,20WVL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVN,20WVN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVO,20WVO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVP,20WVP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVQ,20WVQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVT,20WVT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVU,20WVU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVV,20WVV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVW,20WVW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVX,20WVX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WVY,20WVY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWA,20WWA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWB,20WWB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWC,20WWC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWD,20WWD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWE,20WWE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWF,20WWF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWG,20WWG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWH,20WWH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWI,20WWI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWJ,20WWJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWK,20WWK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWL,20WWL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWO,20WWO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWP,20WWP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWQ,20WWQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWU,20WWU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWV,20WWV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WWY,20WWY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXA,20WXA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXB,20WXB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXC,20WXC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXF,20WXF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXG,20WXG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXH,20WXH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXI,20WXI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXJ,20WXJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXK,20WXK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXN,20WXN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXO,20WXO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXP,20WXP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXQ,20WXQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXR,20WXR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXU,20WXU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXW,20WXW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXX,20WXX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXY,20WXY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WXZ,20WXZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYA,20WYA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYC,20WYC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYD,20WYD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYF,20WYF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYG,20WYG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYH,20WYH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYI,20WYI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYJ,20WYJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYK,20WYK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYL,20WYL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYO,20WYO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYQ,20WYQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYR,20WYR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYS,20WYS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYU,20WYU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYV,20WYV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYW,20WYW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYX,20WYX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WYY,20WYY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZA,20WZA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZC,20WZC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZE,20WZE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZF,20WZF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZG,20WZG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZH,20WZH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZI,20WZI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZJ,20WZJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZK,20WZK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZL,20WZL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZM,20WZM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZN,20WZN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZP,20WZP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZQ,20WZQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZR,20WZR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZS,20WZS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZU,20WZU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZV,20WZV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZW,20WZW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZX,20WZX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,WZY,20WZY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBA,20XBA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBB,20XBB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBG,20XBG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBJ,20XBJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBL,20XBL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBO,20XBO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBP,20XBP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBQ,20XBQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBS,20XBS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBU,20XBU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBV,20XBV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBW,20XBW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBY,20XBY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XBZ,20XBZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCA,20XCA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCC,20XCC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCD,20XCD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCE,20XCE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCF,20XCF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCG,20XCG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCI,20XCI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCJ,20XCJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCK,20XCK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCL,20XCL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCN,20XCN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCQ,20XCQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCR,20XCR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCS,20XCS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCU,20XCU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCW,20XCW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCX,20XCX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCY,20XCY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XCZ,20XCZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XDA,20XDA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XDE,20XDE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XDH,20XDH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XDM,20XDM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XDN,20XDN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XDO,20XDO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XDP,20XDP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XDQ,20XDQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XDU,20XDU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XDV,20XDV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEB,20XEB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEC,20XEC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XED,20XED,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEF,20XEF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEG,20XEG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEH,20XEH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEI,20XEI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEJ,20XEJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEK,20XEK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEL,20XEL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEM,20XEM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEO,20XEO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEP,20XEP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEQ,20XEQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XES,20XES,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XET,20XET,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEU,20XEU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEV,20XEV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEW,20XEW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEX,20XEX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEY,20XEY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XEZ,20XEZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFA,20XFA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFB,20XFB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFC,20XFC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFD,20XFD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFE,20XFE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFG,20XFG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFI,20XFI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFJ,20XFJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFK,20XFK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFL,20XFL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFN,20XFN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFO,20XFO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFP,20XFP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFQ,20XFQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFT,20XFT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFV,20XFV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFW,20XFW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFX,20XFX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFY,20XFY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XFZ,20XFZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGB,20XGB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGC,20XGC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGD,20XGD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGE,20XGE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGF,20XGF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGH,20XGH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGI,20XGI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGK,20XGK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGL,20XGL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGM,20XGM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGN,20XGN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGO,20XGO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGQ,20XGQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGR,20XGR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGS,20XGS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGT,20XGT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGU,20XGU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGV,20XGV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGX,20XGX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGY,20XGY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XGZ,20XGZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHA,20XHA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHB,20XHB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHC,20XHC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHE,20XHE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHH,20XHH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHI,20XHI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHJ,20XHJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHK,20XHK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHM,20XHM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHN,20XHN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHO,20XHO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHQ,20XHQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHR,20XHR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHS,20XHS,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHU,20XHU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHV,20XHV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHW,20XHW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHX,20XHX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHY,20XHY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XHZ,20XHZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIA,20XIA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIB,20XIB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIC,20XIC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XID,20XID,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIF,20XIF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIG,20XIG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XII,20XII,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIJ,20XIJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIL,20XIL,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIN,20XIN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIO,20XIO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIP,20XIP,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIQ,20XIQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIR,20XIR,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIT,20XIT,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIU,20XIU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIV,20XIV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIW,20XIW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIX,20XIX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIY,20XIY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XIZ,20XIZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJA,20XJA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJB,20XJB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJD,20XJD,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJE,20XJE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJF,20XJF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJG,20XJG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJH,20XJH,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJI,20XJI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJK,20XJK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJM,20XJM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJN,20XJN,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJO,20XJO,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJQ,20XJQ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJU,20XJU,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJV,20XJV,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJW,20XJW,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJX,20XJX,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJY,20XJY,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XJZ,20XJZ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKA,20XKA,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKB,20XKB,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKC,20XKC,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKE,20XKE,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKF,20XKF,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKG,20XKG,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKI,20XKI,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKJ,20XKJ,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKK,20XKK,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKM,20XKM,Call Sign,Amateur Intermediate Radio Licence,Available
2,0,XKN,20XKN,Call Sign,Amateur Intermediate Radio Licence,Available
