callsign,status,licence_class,last_modified_date,original_start_date
G0NHH,Reserved,,,
G0NHI,Reserved,,,
G0NHJ,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-19
G0NHK,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-19
G0NHL,Allocated,Amateur Full Radio Licence,2024-06-12,2009-07-01
G0NHM,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-19
G0NHN,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-19
G0NHO,Allocated,Amateur Full Radio Licence,2024-06-12,1990-04-19
G0NHP,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-20
G0NHQ,Reserved,,,
G0NHR,Allocated,Amateur Club Radio Licence,2024-07-21,2014-05-27
G0NHS,Reserved,Amateur Full Radio Licence,,
G0NHT,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-20
G0NHW,Reserved,,,
G0NHX,Reserved,,,
G0NHY,Allocated,Amateur Full Radio Licence,2024-09-05,2007-05-07
G0NHZ,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-25
G0NIA,Reserved,Amateur Full Radio Licence,,
G0NIB,Reserved,,,
G0NIC,Reserved,,,
G0NID,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-25
G0NIE,Reserved,,,
G0NIF,Allocated,Amateur Full Radio Licence,2024-05-15,1990-04-25
G0NIG,Allocated,Amateur Full Radio Licence,2024-06-06,1990-04-25
G0NIH,Allocated,Amateur Full Radio Licence,2024-08-30,1990-04-25
G0NII,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-25
G0NIK,Allocated,Amateur Full Radio Licence,2025-01-21,1990-04-25
G0NIL,Allocated,Amateur Full Radio Licence,2024-08-24,1990-04-25
G0NIM,Allocated,Amateur Full Radio Licence,2024-09-03,2015-04-08
G0NIN,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-25
G0NIO,Reserved,,,
G0NIQ,Allocated,Amateur Full Radio Licence,2024-02-27,1990-04-25
G0NIR,Reserved,,,
G0NIS,Allocated,Amateur Full Radio Licence,2024-06-04,1990-04-25
G0NIT,Reserved,,,
G0NIU,Reserved,,,
G0NIV,Allocated,Amateur Full Radio Licence,2024-08-11,1990-04-25
G0NIW,Reserved,,,
G0NIX,Allocated,Amateur Full Radio Licence,2024-08-20,1990-04-25
G0NIY,Allocated,Amateur Full Radio Licence,2024-08-12,1990-04-25
G0NIZ,Reserved,Amateur Full Radio Licence,,
G0NJA,Reserved,,,
G0NJB,Reserved,Amateur Full Radio Licence,,
G0NJC,Reserved,,,
G0NJD,Allocated,Amateur Full Radio Licence,2024-08-12,1990-04-27
G0NJE,Reserved,,,
G0NJF,Allocated,Amateur Full Radio Licence,2024-08-23,1994-06-30
G0NJG,Allocated,Amateur Full Radio Licence,2024-08-23,1994-06-30
G0NJI,Reserved,,,
G0NJJ,Allocated,Amateur Full Radio Licence,2024-06-04,1990-05-02
G0NJK,Reserved,,,
G0NJL,Allocated,Amateur Full Radio Licence,2024-08-12,1990-05-02
G0NJM,Allocated,Amateur Full Radio Licence,2025-05-07,1990-05-02
G0NJN,Reserved,,,
G0NJO,Allocated,Amateur Full Radio Licence,2024-08-12,1990-05-02
G0NJP,Allocated,Amateur Full Radio Licence,2024-08-12,1990-05-02
G0NJQ,Allocated,Amateur Full Radio Licence,2024-08-12,1990-05-02
G0NJR,Reserved,,,
G0NJS,Allocated,Amateur Full Radio Licence,2024-08-12,1990-05-02
G0NJT,Allocated,Amateur Full Radio Licence,2024-09-07,2016-03-16
G0NJV,Reserved,,,
G0NJW,Reserved,,,
G0NJX,Reserved,,,
G0NJY,Allocated,Amateur Full Radio Licence,2024-08-13,1990-05-04
G0NJZ,Allocated,Amateur Full Radio Licence,2024-08-13,1990-05-04
G0NKA,Reserved,,,
G0NKC,Allocated,Amateur Full Radio Licence,2024-03-30,1990-05-09
G0NKD,Allocated,Amateur Full Radio Licence,2024-11-10,2024-10-29
G0NKE,Allocated,Amateur Full Radio Licence,2024-08-17,1990-05-09
G0NKF,Reserved,Amateur Full Radio Licence,,
G0NKG,Allocated,Amateur Full Radio Licence,2025-03-02,1990-05-09
G0NKH,Allocated,Amateur Full Radio Licence,2024-08-24,1990-05-09
G0NKI,Reserved,,,
G0NKJ,Allocated,Amateur Full Radio Licence,2024-08-24,1990-05-09
G0NKK,Allocated,Amateur Full Radio Licence,2024-06-15,1990-05-09
G0NKL,Reserved,,,
G0NKM,Allocated,Amateur Full Radio Licence,2024-08-13,1990-05-09
G0NKN,Reserved,,,
G0NKO,Reserved,,,
G0NKP,Reserved,,,
G0NKQ,Allocated,Amateur Full Radio Licence,2024-08-27,1990-05-11
G0NKR,Allocated,Amateur Full Radio Licence,2024-06-16,1990-05-11
G0NKS,Reserved,,,
G0NKT,Reserved,,,
G0NKU,Allocated,Amateur Full Radio Licence,2024-03-21,1990-05-16
G0NKV,Allocated,Amateur Full Radio Licence,2024-02-27,1990-05-16
G0NKW,Reserved,,,
G0NKX,Reserved,Amateur Full Radio Licence,,
G0NKY,Reserved,,,
G0NKZ,Allocated,Amateur Full Radio Licence,2024-08-13,1990-05-16
G0NLA,Allocated,Amateur Full Radio Licence,2024-06-06,1990-05-16
G0NLB,Allocated,Amateur Full Radio Licence,2024-08-23,1990-05-16
G0NLC,Reserved,,,
G0NLD,Reserved,,,
G0NLE,Allocated,Amateur Full Radio Licence,2025-09-03,1990-05-23
G0NLF,Reserved,Amateur Full Radio Licence,,
G0NLG,Allocated,Amateur Full Radio Licence,2024-08-14,1990-05-23
G0NLH,Reserved,,,
G0NLI,Reserved,,,
G0NLJ,Allocated,Amateur Full Radio Licence,2024-04-19,1993-02-11
G0NLK,Reserved,,,
G0NLL,Allocated,Amateur Full Radio Licence,2024-08-14,1990-05-23
G0NLM,Allocated,Amateur Full Radio Licence,2024-08-14,1990-05-23
G0NLN,Allocated,Amateur Full Radio Licence,2024-08-19,1990-05-23
G0NLO,Reserved,Amateur Full Radio Licence,,
G0NLP,Reserved,,,
G0NLQ,Allocated,Amateur Full Radio Licence,2024-06-23,1990-05-23
G0NLR,Allocated,Amateur Club Radio Licence,2024-02-29,2007-08-30
G0NLS,Allocated,Amateur Full Radio Licence,2024-08-14,1990-05-23
G0NLT,Allocated,Amateur Full Radio Licence,2024-08-14,1990-05-23
G0NLU,Allocated,Amateur Full Radio Licence,2024-08-14,1990-05-23
G0NLV,Allocated,Amateur Full Radio Licence,2024-08-14,1990-05-23
G0NLW,Reserved,,,
G0NLX,Allocated,Amateur Full Radio Licence,2024-08-19,1990-05-23
G0NLY,Reserved,,,
G0NMA,Reserved,,,
G0NMB,Allocated,Amateur Full Radio Licence,2025-02-16,1990-05-23
G0NMC,Allocated,Amateur Full Radio Licence,2024-08-14,1990-05-23
G0NMD,Allocated,Amateur Full Radio Licence,2024-06-26,1990-05-23
G0NME,Allocated,Amateur Full Radio Licence,2024-06-07,1990-05-25
G0NMF,Reserved,,,
G0NMG,Reserved,,,
G0NMH,Allocated,Amateur Full Radio Licence,2024-08-24,1990-05-25
G0NMI,Reserved,,,
G0NMJ,Allocated,Amateur Full Radio Licence,2024-08-16,1990-05-25
G0NMK,Allocated,Amateur Full Radio Licence,2024-06-07,1990-05-25
G0NML,Allocated,Amateur Full Radio Licence,2024-06-17,1990-05-25
G0NMM,Reserved,,,
G0NMN,Reserved,,,
G0NMO,Reserved,,,
G0NMP,Allocated,Amateur Full Radio Licence,2024-06-08,1990-05-30
G0NMQ,Allocated,Amateur Full Radio Licence,2024-06-27,2012-05-17
G0NMR,Reserved,Amateur Full Radio Licence,,
G0NMS,Allocated,Amateur Full Radio Licence,2024-04-07,1990-06-01
G0NMT,Allocated,Amateur Full Radio Licence,2024-05-10,2004-09-04
G0NMV,Reserved,,,
G0NMW,Reserved,,,
G0NMX,Reserved,,,
G0NMY,Allocated,Amateur Full Radio Licence,2024-03-13,1990-06-01
G0NMZ,Reserved,,,
G0NNA,Reserved,,,
G0NNB,Reserved,,,
G0NND,Allocated,Amateur Full Radio Licence,2024-08-05,2007-11-22
G0NNE,Allocated,Amateur Full Radio Licence,2024-08-27,1990-06-06
G0NNF,Reserved,Amateur Full Radio Licence,,
G0NNG,Allocated,Amateur Full Radio Licence,2024-06-02,1990-06-06
G0NNH,Reserved,,,
G0NNI,Reserved,Amateur Full Radio Licence,,
G0NNJ,Reserved,,,
G0NNK,Allocated,Amateur Full Radio Licence,2024-06-05,1990-06-08
G0NNM,Reserved,,,
G0NNN,Allocated,Amateur Full Radio Licence,2024-08-09,1990-06-08
G0NNO,Allocated,Amateur Full Radio Licence,2024-08-09,1990-06-08
G0NNP,Reserved,,,
G0NNQ,Reserved,,,
G0NNR,Allocated,Amateur Full Radio Licence,2024-08-24,1990-06-15
G0NNS,Allocated,Amateur Club Radio Licence,2024-04-20,1995-08-22
G0NNT,Allocated,Amateur Full Radio Licence,2024-03-17,2003-06-15
G0NNU,Allocated,Amateur Full Radio Licence,2025-01-28,1990-06-15
G0NNX,Reserved,,,
G0NNY,Allocated,Amateur Full Radio Licence,2024-03-13,1990-06-15
G0NNZ,Allocated,Amateur Full Radio Licence,2024-08-09,1990-06-15
G0NOA,Reserved,,,
G0NOB,Allocated,Amateur Full Radio Licence,2024-06-08,1990-06-15
G0NOC,Reserved,Amateur Full Radio Licence,,
G0NOD,Reserved,,,
G0NOE,Reserved,Amateur Full Radio Licence,,
G0NOF,Reserved,,,
G0NOG,Reserved,Amateur Full Radio Licence,,
G0NOH,Allocated,Amateur Full Radio Licence,2024-08-09,1990-06-15
G0NOJ,Reserved,,,
G0NOK,Allocated,Amateur Full Radio Licence,2024-08-16,1990-06-15
G0NOL,Reserved,Amateur Full Radio Licence,,
G0NOM,Reserved,Amateur Full Radio Licence,,
G0NON,Allocated,Amateur Full Radio Licence,2024-08-09,1990-06-20
G0NOO,Allocated,Amateur Full Radio Licence,2024-08-05,2008-01-11
G0NOP,Allocated,Amateur Full Radio Licence,2024-08-09,1990-06-20
G0NOQ,Reserved,,,
G0NOR,Reserved,,,
G0NOS,Allocated,Amateur Full Radio Licence,2024-12-11,1990-06-20
G0NOT,Allocated,Amateur Full Radio Licence,2024-06-18,1990-06-20
G0NOU,Allocated,Amateur Full Radio Licence,2024-04-25,1990-06-20
G0NOV,Reserved,Amateur Full Radio Licence,,
G0NOW,Reserved,,,
G0NOX,Allocated,Amateur Full Radio Licence,2024-06-27,1990-06-20
G0NOY,Allocated,Amateur Full Radio Licence,2024-08-09,1990-06-20
G0NOZ,Reserved,,,
G0NPA,Allocated,Amateur Full Radio Licence,2024-02-29,1990-06-20
G0NPB,Reserved,,,
G0NPC,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-20
G0NPD,Reserved,,,
G0NPE,Allocated,Amateur Full Radio Licence,2025-08-06,1990-06-20
G0NPF,Allocated,Amateur Full Radio Licence,2024-09-05,1990-06-20
G0NPG,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-20
G0NPH,Allocated,Amateur Full Radio Licence,2024-08-24,1990-06-22
G0NPI,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-22
G0NPJ,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-22
G0NPK,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-27
G0NPL,Allocated,Amateur Full Radio Licence,2024-06-21,1990-06-27
G0NPM,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-27
G0NPN,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-27
G0NPO,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-27
G0NPP,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-27
G0NPQ,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-27
G0NPR,Reserved,,,
G0NPS,Reserved,Amateur Full Radio Licence,,
G0NPU,Reserved,Amateur Full Radio Licence,,
G0NPV,Allocated,Amateur Full Radio Licence,2024-03-01,1990-06-27
G0NPW,Allocated,Amateur Full Radio Licence,2024-08-20,1990-06-29
G0NPX,Reserved,,,
G0NPY,Allocated,Amateur Full Radio Licence,2024-08-08,1990-06-29
G0NPZ,Reserved,,,
G0NQA,Allocated,Amateur Full Radio Licence,2024-06-14,1990-07-04
G0NQB,Reserved,,,
G0NQC,Allocated,Amateur Full Radio Licence,2024-06-03,1990-07-04
G0NQD,Reserved,,,
G0NQE,Allocated,Amateur Full Radio Licence,2024-04-05,1990-07-04
G0NQF,Reserved,,,
G0NQG,Allocated,Amateur Full Radio Licence,2024-08-17,1990-07-04
G0NQH,Reserved,,,
G0NQI,Allocated,Amateur Full Radio Licence,2024-08-06,1990-07-06
G0NQJ,Allocated,Amateur Full Radio Licence,2024-08-06,1990-07-06
G0NQK,Allocated,Amateur Full Radio Licence,2024-08-06,1990-07-06
G0NQL,Reserved,,,
G0NQM,Reserved,,,
G0NQN,Allocated,Amateur Full Radio Licence,2024-04-07,1990-07-13
G0NQO,Reserved,,,
G0NQP,Reserved,,,
G0NQQ,Reserved,Amateur Full Radio Licence,,
G0NQR,Reserved,,,
G0NQS,Reserved,,,
G0NQT,Reserved,,,
G0NQU,Reserved,,,
G0NQV,Allocated,Amateur Full Radio Licence,2024-08-06,1990-07-13
G0NQW,Allocated,Amateur Full Radio Licence,2024-08-06,1990-07-13
G0NQX,Reserved,,,
G0NQY,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-19
G0NQZ,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-19
G0NRA,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-19
G0NRB,Allocated,Amateur Full Radio Licence,2024-08-24,1990-07-19
G0NRC,Reserved,,,
G0NRD,Reserved,Amateur Full Radio Licence,,
G0NRE,Reserved,,,
G0NRF,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-19
G0NRG,Allocated,Amateur Club Radio Licence,2024-05-27,2020-06-19
G0NRH,Reserved,,,
G0NRI,Allocated,Amateur Full Radio Licence,2024-08-17,1990-07-19
G0NRJ,Allocated,Amateur Full Radio Licence,2024-06-25,1990-07-19
G0NRK,Allocated,Amateur Full Radio Licence,2024-09-07,1990-07-19
G0NRL,Allocated,Amateur Full Radio Licence,2024-06-19,1990-07-19
G0NRM,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-19
G0NRN,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-19
G0NRO,Reserved,,,
G0NRP,Reserved,,,
G0NRQ,Reserved,,,
G0NRR,Reserved,,,
G0NRS,Reserved,,,
G0NRT,Allocated,Amateur Full Radio Licence,2024-06-09,1990-07-19
G0NRU,Reserved,,,
G0NRW,Allocated,Amateur Full Radio Licence,2024-06-10,1995-07-19
G0NRX,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-20
G0NRY,Reserved,,,
G0NRZ,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-20
G0NSA,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-20
G0NSB,Reserved,,,
G0NSC,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-20
G0NSD,Reserved,,,
G0NSE,Reserved,Amateur Full Radio Licence,,
G0NSF,Reserved,,,
G0NSG,Allocated,Amateur Full Radio Licence,2024-03-07,1990-07-20
G0NSH,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-20
G0NSI,Allocated,Amateur Full Radio Licence,2024-06-05,1990-07-20
G0NSJ,Reserved,,,
G0NSK,Allocated,Amateur Full Radio Licence,2024-08-17,1999-06-16
G0NSL,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-24
G0NSM,Reserved,,,
G0NSN,Reserved,,,
G0NSO,Allocated,Amateur Full Radio Licence,2024-04-28,1990-07-24
G0NSP,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-24
G0NSQ,Reserved,,,
G0NSR,Reserved,Amateur Full Radio Licence,,
G0NST,Reserved,,,
G0NSU,Reserved,,,
G0NSV,Reserved,,,
G0NSW,Reserved,Amateur Full Radio Licence,,
G0NSX,Reserved,Amateur Full Radio Licence,,
G0NSY,Reserved,Amateur Full Radio Licence,,
G0NSZ,Allocated,Amateur Full Radio Licence,2025-04-05,1990-07-25
G0NTA,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-25
G0NTB,Allocated,Amateur Full Radio Licence,2024-04-05,1990-07-25
G0NTC,Reserved,,,
G0NTD,Allocated,Amateur Full Radio Licence,2024-08-19,1990-07-25
G0NTE,Allocated,Amateur Full Radio Licence,2024-05-23,1990-07-25
G0NTF,Reserved,,,
G0NTG,Allocated,Amateur Full Radio Licence,2024-05-19,1990-07-25
G0NTH,Allocated,Amateur Full Radio Licence,2024-08-20,1990-07-25
G0NTI,Allocated,Amateur Full Radio Licence,2024-06-10,1990-07-25
G0NTJ,Allocated,Amateur Full Radio Licence,2024-08-29,1990-07-25
G0NTK,Allocated,Amateur Full Radio Licence,2024-08-16,1990-07-25
G0NTL,Allocated,Amateur Full Radio Licence,2024-06-09,1990-07-25
G0NTM,Allocated,Amateur Full Radio Licence,2024-04-27,2019-04-18
G0NTO,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-25
G0NTP,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-26
G0NTQ,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-26
G0NTR,Allocated,Amateur Full Radio Licence,2024-03-01,1990-07-26
G0NTS,Reserved,,,
G0NTT,Allocated,Amateur Full Radio Licence,2024-03-15,1990-07-26
G0NTU,Reserved,,,
G0NTV,Reserved,,,
G0NTW,Reserved,,,
G0NTX,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-26
G0NTY,Allocated,Amateur Full Radio Licence,2024-03-30,1990-07-26
G0NTZ,Reserved,,,
G0NUA,Allocated,Amateur Full Radio Licence,2024-08-17,1990-07-26
G0NUB,Reserved,,,
G0NUC,Reserved,,,
G0NUD,Allocated,Amateur Full Radio Licence,2024-08-09,1990-07-26
G0NUE,Reserved,,,
G0NUF,Reserved,,,
G0NUG,Reserved,Amateur Full Radio Licence,,
G0NUH,Allocated,Amateur Full Radio Licence,2024-08-10,1990-07-26
G0NUI,Allocated,Amateur Full Radio Licence,2024-08-10,1990-07-26
G0NUJ,Reserved,,,
G0NUK,Reserved,,,
G0NUL,Allocated,Amateur Full Radio Licence,2024-09-07,1990-07-26
G0NUM,Reserved,Amateur Full Radio Licence,,
G0NUN,Allocated,Amateur Full Radio Licence,2024-08-11,1990-07-26
G0NUO,Allocated,Amateur Full Radio Licence,2024-08-11,1990-07-26
G0NUP,Allocated,Amateur Full Radio Licence,2024-06-24,1990-07-26
G0NUQ,Allocated,Amateur Full Radio Licence,2024-08-11,1990-07-26
G0NUR,Allocated,Amateur Full Radio Licence,2024-08-11,1990-07-26
G0NUS,Allocated,Amateur Full Radio Licence,2024-08-11,1990-07-26
G0NUT,Allocated,Amateur Full Radio Licence,2024-08-11,1990-07-26
G0NUU,Allocated,Amateur Full Radio Licence,2024-08-11,1990-07-26
G0NUV,Reserved,,,
G0NUW,Reserved,,,
G0NUX,Reserved,,,
G0NUY,Reserved,,,
G0NUZ,Allocated,Amateur Full Radio Licence,2024-08-11,1990-07-27
G0NVA,Allocated,Amateur Full Radio Licence,2024-08-11,1990-07-27
G0NVB,Reserved,,,
G0NVC,Reserved,Amateur Full Radio Licence,,
G0NVD,Allocated,Amateur Full Radio Licence,2024-06-14,1990-07-27
G0NVE,Reserved,,,
G0NVF,Allocated,Amateur Full Radio Licence,2025-05-01,2015-09-30
G0NVH,Reserved,,,
G0NVI,Reserved,,,
G0NVJ,Allocated,Amateur Full Radio Licence,2025-04-01,1990-07-27
G0NVL,Reserved,,,
G0NVM,Allocated,Amateur Full Radio Licence,2024-04-30,1990-08-01
G0NVN,Allocated,Amateur Full Radio Licence,2024-08-19,1990-08-01
G0NVO,Allocated,Amateur Full Radio Licence,2024-08-11,1990-08-01
G0NVP,Allocated,Amateur Full Radio Licence,2024-06-09,1990-08-01
G0NVQ,Reserved,,,
G0NVR,Reserved,Amateur Full Radio Licence,,
G0NVS,Allocated,Amateur Full Radio Licence,2024-05-06,1990-08-01
G0NVT,Allocated,Amateur Full Radio Licence,2024-04-12,1990-08-01
G0NVU,Reserved,,,
G0NVV,Allocated,Amateur Full Radio Licence,2024-08-30,1990-08-01
G0NVW,Allocated,Amateur Full Radio Licence,2024-03-12,2014-03-04
G0NVX,Allocated,Amateur Full Radio Licence,2024-08-11,1990-08-01
G0NVY,Allocated,Amateur Full Radio Licence,2024-02-28,1990-08-01
G0NVZ,Reserved,Amateur Full Radio Licence,,
G0NWB,Allocated,Amateur Full Radio Licence,2024-03-18,1990-08-02
G0NWC,Allocated,Amateur Full Radio Licence,2024-06-04,2001-02-06
G0NWD,Reserved,,,
G0NWE,Allocated,Amateur Full Radio Licence,2024-05-04,1990-08-02
G0NWF,Allocated,Amateur Full Radio Licence,2024-05-06,1990-08-02
G0NWG,Allocated,Amateur Full Radio Licence,2024-08-11,1990-08-03
G0NWH,Reserved,Amateur Club Radio Licence,,
G0NWI,Allocated,Amateur Full Radio Licence,2024-09-07,1990-08-02
G0NWJ,Allocated,Amateur Full Radio Licence,2024-02-27,1990-08-03
G0NWK,Reserved,,,
G0NWL,Allocated,Amateur Full Radio Licence,2024-08-21,1990-08-06
G0NWM,Allocated,Amateur Club Radio Licence,2024-05-14,2024-05-13
G0NWN,Allocated,Amateur Full Radio Licence,2024-08-11,1990-08-07
G0NWO,Reserved,,,
G0NWP,Reserved,,,
G0NWQ,Reserved,Amateur Full Radio Licence,,
G0NWR,Allocated,Amateur Club Radio Licence,2024-06-27,1990-08-07
G0NWS,Allocated,Amateur Full Radio Licence,2024-08-19,1990-08-07
G0NWT,Allocated,Amateur Club Radio Licence,2024-07-21,1990-08-07
G0NWU,Reserved,Amateur Full Radio Licence,,
G0NWV,Allocated,Amateur Full Radio Licence,2024-08-11,1990-08-07
G0NWW,Reserved,,,
G0NWX,Allocated,Amateur Full Radio Licence,2024-09-07,2016-05-25
G0NWY,Allocated,Amateur Full Radio Licence,2024-03-18,1990-08-07
G0NWZ,Reserved,,,
G0NXA,Allocated,Amateur Full Radio Licence,2024-06-06,1990-08-07
G0NXB,Reserved,,,
G0NXC,Allocated,Amateur Full Radio Licence,2024-08-13,1990-08-07
G0NXD,Allocated,Amateur Full Radio Licence,2024-08-13,1990-08-07
G0NXE,Allocated,Amateur Full Radio Licence,2024-08-03,2010-03-15
G0NXF,Allocated,Amateur Full Radio Licence,2024-08-13,1990-08-08
G0NXG,Reserved,,,
G0NXH,Allocated,Amateur Full Radio Licence,2024-08-13,1990-08-08
G0NXI,Allocated,Amateur Full Radio Licence,2024-06-27,1990-08-08
G0NXJ,Reserved,,,
G0NXK,Reserved,,,
G0NXL,Allocated,Amateur Full Radio Licence,2024-04-18,1990-08-09
G0NXM,Allocated,Amateur Full Radio Licence,2024-08-13,1990-08-09
G0NXN,Allocated,Amateur Full Radio Licence,2024-08-25,1990-08-10
G0NXO,Allocated,Amateur Full Radio Licence,2024-02-28,1990-08-10
G0NXP,Reserved,,,
G0NXQ,Allocated,Amateur Full Radio Licence,2024-02-29,1990-08-10
G0NXR,Allocated,Amateur Full Radio Licence,2024-06-18,1990-08-14
G0NXS,Allocated,Amateur Full Radio Licence,2024-08-13,1990-08-14
G0NXT,Allocated,Amateur Full Radio Licence,2024-08-13,1990-08-14
G0NXU,Reserved,,,
G0NXV,Reserved,,,
G0NXW,Allocated,Amateur Full Radio Licence,2024-06-15,1990-08-14
G0NXX,Allocated,Amateur Full Radio Licence,2024-08-13,1990-08-14
G0NXY,Allocated,Amateur Full Radio Licence,2024-08-30,1990-08-14
G0NXZ,Reserved,,,
G0NYA,Reserved,,,
G0NYB,Reserved,,,
G0NYC,Reserved,,,
G0NYD,Allocated,Amateur Full Radio Licence,2024-04-05,2007-04-22
G0NYE,Allocated,Amateur Full Radio Licence,2024-08-24,1990-08-14
G0NYF,Reserved,,,
G0NYG,Allocated,Amateur Full Radio Licence,2024-08-19,1990-08-15
G0NYH,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-15
G0NYI,Allocated,Amateur Full Radio Licence,2024-09-05,2015-07-21
G0NYJ,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-15
G0NYK,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-16
G0NYL,Allocated,Amateur Full Radio Licence,,
G0NYM,Allocated,Amateur Full Radio Licence,2024-06-12,1990-08-16
G0NYN,Reserved,,,
G0NYO,Reserved,,,
G0NYP,Allocated,Amateur Full Radio Licence,2024-08-25,1990-08-22
G0NYQ,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-22
G0NYR,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-22
G0NYS,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-22
G0NYT,Reserved,,,
G0NYU,Reserved,,,
G0NYV,Reserved,,,
G0NYW,Reserved,,,
G0NYX,Reserved,Amateur Full Radio Licence,,
G0NYY,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-22
G0NYZ,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-22
G0NZA,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-22
G0NZB,Reserved,,,
G0NZC,Reserved,,,
G0NZD,Reserved,,,
G0NZE,Allocated,Amateur Full Radio Licence,2024-08-24,1990-08-22
G0NZF,Reserved,,,
G0NZG,Reserved,,,
G0NZH,Reserved,,,
G0NZI,Allocated,Amateur Full Radio Licence,2024-04-21,1990-08-29
G0NZJ,Allocated,Amateur Full Radio Licence,2024-04-25,1990-08-29
G0NZK,Reserved,,,
G0NZL,Reserved,Amateur Full Radio Licence,,
G0NZM,Reserved,,,
G0NZN,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-30
G0NZO,Allocated,Amateur Full Radio Licence,2024-06-22,1990-08-30
G0NZP,Allocated,Amateur Full Radio Licence,2025-06-13,2025-05-28
G0NZQ,Allocated,Amateur Full Radio Licence,2024-08-25,1990-08-30
G0NZR,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-30
G0NZS,Reserved,,,
G0NZT,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-30
G0NZU,Allocated,Amateur Full Radio Licence,2024-08-08,1990-08-30
G0NZV,Reserved,,,
G0NZW,Allocated,Amateur Full Radio Licence,2024-08-05,2007-09-25
G0NZX,Reserved,,,
G0NZY,Reserved,,,
G0NZZ,Reserved,,,
G0OAA,Allocated,Amateur Full Radio Licence,2024-08-30,2009-04-08
G0OAB,Allocated,Amateur Full Radio Licence,2024-06-23,1990-09-05
G0OAD,Reserved,,,
G0OAE,Reserved,,,
G0OAF,Reserved,,,
G0OAG,Reserved,Amateur Full Radio Licence,,
G0OAH,Allocated,Amateur Full Radio Licence,2024-08-03,2007-03-13
G0OAI,Allocated,Amateur Full Radio Licence,2024-06-07,1990-09-05
G0OAJ,Allocated,Amateur Full Radio Licence,2024-03-14,1990-09-07
G0OAK,Allocated,Amateur Full Radio Licence,2024-08-08,1990-09-07
